1575217508095,1,6256,3801,776601
1575217625741,1,6238,3817,774478
1575217729389,1,6243,3811,774883
1575217832865,1,6268,3807,779352
1575217926791,1,6267,3812,778725
1575218031258,1,6270,3793,779999
1575218129213,1,6258,3791,780146
1575218230794,1,6253,3823,777949
1575218331709,1,6233,3809,775493
1575218434277,1,6223,3801,776880
1575218539993,1,6262,3805,776679
1575218645376,1,6245,3810,771228
1575218752002,1,6246,3801,777442
1575218855480,1,6212,3799,770692
1575218961949,1,6245,3803,773863
1575219067600,1,6282,3809,777505
1575219174501,1,6276,3819,778662
1575219280162,1,6200,3795,773745
1575219387705,1,6210,3797,772306
1575219492343,1,6227,3787,773518
