ID1575195794382,2,9950,4925,510162
ID1575195896884,2,5805,4072,399310
ID1575195965118,3,12098,4611,478706
ID1575196075732,3,8671,4989,394987
ID1575196159486,4,13108,5169,390773
ID1575196273526,4,16678,5670,481348
ID1575197808344,5,17421,5679,495292
ID1575197954977,6,26132,5281,487995
ID1575198158509,6,21127,4619,451956
ID1575198322249,8,18020,4619,391527
ID1575198467088,8,16744,4737,399611
ID1575198608133,9,14937,4381,368376
ID1575198734884,9,37019,5937,523041
