ID1577152370250,1,1.58,6245,3803,775169,20000
ID1577152481349,1,1.58,6228,3797,771721,20000
ID1577152598172,1,1.58,6222,3793,774403,20000
ID1577152708612,1,1.58,6233,3798,774852,20000
ID1577152816266,1,1.58,6244,3789,774413,20000
ID1577152929909,2,1.4945551058756452,5995,4075,680643,20000
ID1577153020420,2,1.4945551058756452,6309,4225,672576,20000
ID1577153112487,2,1.4945551058756452,5676,3869,649502,20000
ID1577153195680,2,1.4945551058756452,6265,4183,701990,20000
ID1577153291864,2,1.4945551058756452,5710,3859,684217,20000
ID1577153379462,4,1.4188597493808532,5929,3906,694826,20000
ID1577153468194,4,1.4188597493808532,5750,3863,681149,20000
ID1577153563898,4,1.4188597493808532,6505,4407,730040,20000
ID1577153665093,4,1.4188597493808532,7311,4903,685151,20000
ID1577153762177,4,1.4188597493808532,7384,4889,736316,20000
ID1577153864792,8,1.3393631018733518,5799,3861,677374,20000
ID1577153957698,8,1.3393631018733518,8976,5617,714072,20000
ID1577154078572,8,1.3393631018733518,5782,3861,600030,20000
ID1577154160599,8,1.3393631018733518,6162,4105,649397,20000
ID1577154251446,8,1.3393631018733518,5730,3841,669683,20000
